2025-5-5 14:9:49,72.2,47.2,PASS
2025-5-5 14:10:49,72.3,46.8,PASS
2025-5-5 14:11:49,72.4,46.8,PASS
2025-5-5 14:12:49,72.4,47,PASS
2025-5-5 14:13:49,72.5,49.8,PASS
2025-5-5 14:14:49,73.6,45.7,PASS
2025-5-5 14:15:49,73.8,44.5,PASS
2025-5-5 14:16:49,73.7,45.7,PASS
2025-5-5 14:17:49,73.5,47.9,PASS
2025-5-5 14:18:49,74.0,62.1,PASS
2025-5-5 14:19:49,74.8,52.1,PASS
2025-5-5 14:20:49,74.9,51,PASS
2025-5-5 14:21:49,75.0,50.5,PASS
2025-5-5 14:22:49,75.0,50.2,PASS
2025-5-5 14:23:49,75.0,49.9,PASS
2025-5-5 14:24:49,75.1,49.7,PASS
2025-5-5 14:25:49,75.2,49.5,PASS
2025-5-5 14:26:49,75.4,49.3,PASS
2025-5-5 14:27:49,75.5,48.2,PASS
2025-5-5 14:28:49,75.6,47.2,PASS
2025-5-5 14:29:49,75.7,45.4,PASS
2025-5-5 14:30:49,75.8,43.8,PASS
2025-5-5 14:31:49,76.0,42.5,PASS
2025-5-5 14:32:49,76.0,41.6,PASS
2025-5-5 14:33:49,76.0,41.5,PASS
2025-5-5 14:34:49,75.9,40.7,PASS
2025-5-5 14:35:49,75.8,40.2,PASS
2025-5-5 14:36:49,75.7,39.5,PASS
2025-5-5 14:37:49,75.6,39.5,PASS
2025-5-5 14:38:49,75.5,40.2,PASS
2025-5-5 14:39:49,75.4,41.5,PASS
2025-5-5 14:40:49,75.4,43.6,PASS
2025-5-5 14:41:49,75.3,45.6,PASS
2025-5-5 14:42:49,75.3,47.2,PASS
2025-5-5 14:43:49,75.3,48.5,PASS
2025-5-5 14:44:49,75.3,51.2,PASS
2025-5-5 14:45:49,75.2,52.2,PASS
2025-5-5 14:46:49,75.2,52.5,PASS
2025-5-5 14:47:49,75.1,52.9,PASS
2025-5-5 14:48:49,75.1,52.9,PASS
2025-5-5 14:49:49,75.1,51.7,PASS
2025-5-5 14:50:49,75.1,51.9,PASS
2025-5-5 14:51:49,75.1,52.1,PASS
2025-5-5 14:52:49,75.1,51.7,PASS
2025-5-5 14:53:49,75.1,51.8,PASS
2025-5-5 14:54:49,75.2,51.6,PASS
2025-5-5 14:55:49,75.2,51.6,PASS
2025-5-5 14:56:49,75.2,51.4,PASS
2025-5-5 14:57:49,75.2,51.1,PASS
2025-5-5 14:58:49,75.2,50.9,PASS
2025-5-5 14:59:49,75.3,50.9,PASS
2025-5-5 15:0:49,75.3,50.5,PASS
2025-5-5 15:1:49,75.3,50.3,PASS
2025-5-5 15:2:49,75.3,49.9,PASS
2025-5-5 15:3:49,75.3,49.8,PASS
2025-5-5 15:4:49,75.3,49.7,PASS
2025-5-5 15:5:49,75.3,47.3,PASS
2025-5-5 15:6:49,75.3,45.5,PASS
2025-5-5 15:7:49,75.2,43.8,PASS
2025-5-5 15:8:49,75.0,43.6,PASS
2025-5-5 15:9:49,74.9,42.9,PASS
2025-5-5 15:10:49,74.7,42.4,PASS
2025-5-5 15:11:49,74.6,42.4,PASS
2025-5-5 15:12:49,74.4,42.2,PASS
2025-5-5 15:13:49,74.4,41.7,PASS
2025-5-5 15:14:49,74.3,41.9,PASS
2025-5-5 15:15:49,74.3,45.1,PASS
2025-5-5 15:16:49,74.9,44.6,PASS
2025-5-5 15:17:49,76.0,41.5,PASS
2025-5-5 15:18:49,76.2,40.6,PASS
2025-5-5 15:19:49,76.1,40.3,PASS
2025-5-5 15:20:49,75.9,40.3,PASS
2025-5-5 15:21:49,75.7,40.3,PASS
2025-5-5 15:22:49,75.6,40.2,PASS
2025-5-5 15:23:49,75.5,40.2,PASS
2025-5-5 15:24:49,75.5,40.2,PASS
2025-5-5 15:25:49,75.3,40.3,PASS
2025-5-5 15:26:49,75.2,41.4,PASS
2025-5-5 15:27:49,75.7,46.1,PASS
2025-5-5 15:28:49,76.0,43.9,PASS
2025-5-5 15:29:49,76.2,45.4,PASS
2025-5-5 15:30:49,76.2,46,PASS
2025-5-5 15:31:49,76.2,46.7,PASS
2025-5-5 15:32:49,76.2,47.3,PASS
2025-5-5 15:33:49,76.3,47.7,PASS
2025-5-5 15:34:49,76.3,47.9,PASS
2025-5-5 15:35:49,76.3,48.3,PASS
2025-5-5 15:36:49,76.3,48.5,PASS
2025-5-5 15:37:49,76.3,48.3,PASS
2025-5-5 15:38:49,76.3,48.4,PASS
2025-5-5 15:39:49,76.4,48.1,PASS
2025-5-5 15:40:49,76.4,47.8,PASS
2025-5-5 15:41:49,76.3,47.8,PASS
2025-5-5 15:42:49,76.3,47.6,PASS
2025-5-5 15:43:49,76.3,47.6,PASS
2025-5-5 15:44:49,76.3,47.3,PASS
2025-5-5 15:45:49,76.3,46.7,PASS
2025-5-5 15:46:49,76.3,46.6,PASS
2025-5-5 15:47:49,76.3,46.1,PASS
2025-5-5 15:48:49,76.3,45.7,PASS
2025-5-5 15:49:49,76.3,45.3,PASS
2025-5-5 15:50:49,76.3,45,PASS
2025-5-5 15:51:49,76.3,44.8,PASS
2025-5-5 15:52:49,76.3,44.5,PASS
2025-5-5 15:53:49,76.3,43.1,PASS
2025-5-5 15:54:49,76.3,42,PASS
2025-5-5 15:55:49,76.2,40.9,PASS
2025-5-5 15:56:49,76.2,40.5,PASS
2025-5-5 15:57:49,76.1,39.9,PASS
2025-5-5 15:58:49,76.1,39.5,PASS
2025-5-5 15:59:49,76.0,38.8,PASS
2025-5-5 16:0:49,76.0,38.2,PASS
2025-5-5 16:1:49,76.0,37.9,PASS
2025-5-5 16:2:49,75.9,37.9,PASS
2025-5-5 16:3:49,75.9,39.7,PASS
2025-5-5 16:4:49,75.8,42.5,PASS
2025-5-5 16:5:49,75.8,44.5,PASS
2025-5-5 16:6:49,75.8,46,PASS
2025-5-5 16:7:49,75.8,47.6,PASS
2025-5-5 16:8:49,75.8,48.7,PASS
2025-5-5 16:9:49,75.8,49.7,PASS
2025-5-5 16:10:49,75.7,50.2,PASS
2025-5-5 16:11:49,75.7,50.4,PASS
2025-5-5 16:12:49,75.7,50.3,PASS
2025-5-5 16:13:49,75.7,49.9,PASS
2025-5-5 16:14:49,75.7,49.4,PASS
2025-5-5 16:15:49,75.7,49.1,PASS
2025-5-5 16:16:49,75.7,48.8,PASS
2025-5-5 16:17:49,75.7,48.5,PASS
2025-5-5 16:18:49,75.7,48.2,PASS
2025-5-5 16:19:49,75.7,48.1,PASS
2025-5-5 16:20:49,75.7,47.8,PASS
2025-5-5 16:21:49,75.7,47.6,PASS
2025-5-5 16:22:49,75.7,47.5,PASS
2025-5-5 16:23:49,75.8,47.3,PASS
2025-5-5 16:24:49,75.8,47.2,PASS
2025-5-5 16:25:49,75.8,47,PASS
2025-5-5 16:26:49,75.8,46.9,PASS
2025-5-5 16:27:49,75.8,46.2,PASS
2025-5-5 16:28:49,75.8,45.3,PASS
2025-5-5 16:29:49,75.8,44,PASS
2025-5-5 16:30:49,75.8,42.8,PASS
2025-5-5 16:31:49,75.8,41.9,PASS
2025-5-5 16:32:49,75.8,40.9,PASS
2025-5-5 16:33:49,75.8,40.2,PASS
2025-5-5 16:34:49,75.8,39.5,PASS
2025-5-5 16:35:49,75.8,39,PASS
2025-5-5 16:36:49,75.7,39.6,PASS
2025-5-5 16:37:49,75.7,41.6,PASS
2025-5-5 16:38:49,75.7,43.4,PASS
2025-5-5 16:39:49,75.7,45.7,PASS
2025-5-5 16:40:49,75.7,46.9,PASS
2025-5-5 16:41:49,75.7,48.2,PASS
2025-5-5 16:42:49,75.7,49.1,PASS
2025-5-5 16:43:49,75.7,49.8,PASS
2025-5-5 16:44:49,75.7,49.9,PASS
2025-5-5 16:45:49,75.7,49.6,PASS
2025-5-5 16:46:49,75.7,49.1,PASS
2025-5-5 16:47:49,75.7,48.7,PASS
2025-5-5 16:48:49,75.7,48.3,PASS
2025-5-5 16:49:49,75.7,48,PASS
2025-5-5 16:50:49,75.8,47.7,PASS
2025-5-5 16:51:49,75.8,47.5,PASS
2025-5-5 16:52:49,75.8,47.3,PASS
2025-5-5 16:53:49,75.8,47,PASS
2025-5-5 16:54:49,75.9,46.8,PASS
2025-5-5 16:55:49,75.9,46.5,PASS
2025-5-5 16:56:49,76.0,45.4,PASS
2025-5-5 16:57:49,76.0,44.1,PASS
2025-5-5 16:58:49,76.0,42.8,PASS
2025-5-5 16:59:49,76.0,42,PASS
2025-5-5 17:0:49,76.0,41,PASS
2025-5-5 17:1:49,76.0,40.7,PASS
2025-5-5 17:2:49,75.9,40.2,PASS
2025-5-5 17:3:49,75.9,39.9,PASS
2025-5-5 17:4:49,75.9,39.6,PASS
2025-5-5 17:5:49,75.8,39.4,PASS
2025-5-5 17:6:49,75.8,39.2,PASS
2025-5-5 17:7:49,75.8,39.2,PASS
